STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,PRODUCT_CATEGORIES,Product categories,UNIT_MEASURE,Unit of measure,MEASURE,Measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BGR,Bulgaria,A,Annual,EE6,Total,T,Tonnes,RCY,Recycling,2020,,62.477,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BGR,Bulgaria,A,Annual,EE6,Total,T,Tonnes,RCY,Recycling,2021,,81.654,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BGR,Bulgaria,A,Annual,EE6,Total,T,Tonnes,RCY,Recycling,2022,,86.147,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BGR,Bulgaria,A,Annual,EE_SITTE,Small IT and telecommunication equipment,KG_PS,Kilogrammes per person,RCY,Recycling,2019,,0.3375976,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BGR,Bulgaria,A,Annual,EE_SITTE,Small IT and telecommunication equipment,KG_PS,Kilogrammes per person,RCY,Recycling,2020,,0.3673196,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BGR,Bulgaria,A,Annual,EE_SITTE,Small IT and telecommunication equipment,KG_PS,Kilogrammes per person,RCY,Recycling,2021,,0.411036,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BGR,Bulgaria,A,Annual,EE_SITTE,Small IT and telecommunication equipment,KG_PS,Kilogrammes per person,RCY,Recycling,2022,,0.3767692,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BGR,Bulgaria,A,Annual,EE_LEXPVP,Large equipment excluding photovoltaic panels,T,Tonnes,MKT,Products put on the market,2020,,41.309,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BGR,Bulgaria,A,Annual,EE_LEXPVP,Large equipment excluding photovoltaic panels,T,Tonnes,MKT,Products put on the market,2021,,44.472,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,BGR,Bulgaria,A,Annual,EE_LEXPVP,Large equipment excluding photovoltaic panels,T,Tonnes,MKT,Products put on the market,2022,,42.281,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_SE,Small equipment,T,Tonnes,MKT,Products put on the market,2010,,49.65,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_SE,Small equipment,T,Tonnes,MKT,Products put on the market,2011,,46.23,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_SE,Small equipment,T,Tonnes,MKT,Products put on the market,2012,,39.98,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_SE,Small equipment,T,Tonnes,MKT,Products put on the market,2013,,43.02,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_SE,Small equipment,T,Tonnes,MKT,Products put on the market,2014,,50.39,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_SE,Small equipment,T,Tonnes,MKT,Products put on the market,2015,,32.06,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_SE,Small equipment,T,Tonnes,MKT,Products put on the market,2016,,31.43,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_SE,Small equipment,T,Tonnes,MKT,Products put on the market,2017,,30.49,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_SE,Small equipment,T,Tonnes,MKT,Products put on the market,2018,,42.1,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_SE,Small equipment,T,Tonnes,MKT,Products put on the market,2019,,61.69,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_SE,Small equipment,T,Tonnes,MKT,Products put on the market,2020,,68.91,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_SE,Small equipment,T,Tonnes,MKT,Products put on the market,2021,,69.57,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_SE,Small equipment,T,Tonnes,MKT,Products put on the market,2022,,65,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_SE,Small equipment,T,Tonnes,MKT,Products put on the market,2023,,61.13,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,RCY,Recycling,2010,,0.1482445,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,RCY,Recycling,2011,,0.1402862,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,RCY,Recycling,2012,,0.140055,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,RCY,Recycling,2013,,0.1458709,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,RCY,Recycling,2014,,0.1367747,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,RCY,Recycling,2015,,0.1328118,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,RCY,Recycling,2016,,0.1313694,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,RCY,Recycling,2017,,0.114768,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,RCY,Recycling,2018,,0.129194,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,RCY,Recycling,2019,,0.1166143,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,RCY,Recycling,2020,,0.1157653,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,RCY,Recycling,2021,,0.1148826,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,RCY,Recycling,2022,,0.1139503,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CHE,Switzerland,A,Annual,EE_LMP,Lamps,KG_PS,Kilogrammes per person,RCY,Recycling,2023,,0.1015983,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,COL,Colombia,A,Annual,EE_LE,Large equipment,T,Tonnes,GEN,Total waste generated,2000,,24.84,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,COL,Colombia,A,Annual,EE_LE,Large equipment,T,Tonnes,GEN,Total waste generated,2005,,29.08,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,COL,Colombia,A,Annual,EE_LE,Large equipment,T,Tonnes,GEN,Total waste generated,2010,,35.61,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,COL,Colombia,A,Annual,EE_LE,Large equipment,T,Tonnes,GEN,Total waste generated,2011,,37.48,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,COL,Colombia,A,Annual,EE_LE,Large equipment,T,Tonnes,GEN,Total waste generated,2012,,39.54,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,COL,Colombia,A,Annual,EE_LE,Large equipment,T,Tonnes,GEN,Total waste generated,2013,,41.75,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,COL,Colombia,A,Annual,EE_LE,Large equipment,T,Tonnes,GEN,Total waste generated,2014,,44.19,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,COL,Colombia,A,Annual,EE_LE,Large equipment,T,Tonnes,GEN,Total waste generated,2015,,46.79,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,COL,Colombia,A,Annual,EE_LE,Large equipment,T,Tonnes,GEN,Total waste generated,2016,,49.43,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,COL,Colombia,A,Annual,EE_LE,Large equipment,T,Tonnes,GEN,Total waste generated,2017,,52.06,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,COL,Colombia,A,Annual,EE_LE,Large equipment,T,Tonnes,GEN,Total waste generated,2018,,54.71,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,COL,Colombia,A,Annual,EE_LE,Large equipment,T,Tonnes,GEN,Total waste generated,2019,,57.42,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,COL,Colombia,A,Annual,EE_LE,Large equipment,T,Tonnes,GEN,Total waste generated,2020,,60.41,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,COL,Colombia,A,Annual,EE_LE,Large equipment,T,Tonnes,GEN,Total waste generated,2021,,33.76,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,COL,Colombia,A,Annual,EE_LE,Large equipment,T,Tonnes,GEN,Total waste generated,2022,,67.29,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,COL,Colombia,A,Annual,EE_LMP,Lamps,T,Tonnes,RCY,Recycling,2021,,0.91,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,COL,Colombia,A,Annual,EE_SE,Small equipment,KG_PS,Kilogrammes per person,MKT,Products put on the market,2021,,2.183993,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,COL,Colombia,A,Annual,EE_SITTE,Small IT and telecommunication equipment,KG_PS,Kilogrammes per person,MKT,Products put on the market,2021,,0.4442716,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CRI,Costa Rica,A,Annual,EE_SE,Small equipment,KG_PS,Kilogrammes per person,COL,Waste collected,2019,,0.07259776,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CRI,Costa Rica,A,Annual,EE_SE,Small equipment,KG_PS,Kilogrammes per person,COL,Waste collected,2020,,0.1093987,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CRI,Costa Rica,A,Annual,EE_SE,Small equipment,KG_PS,Kilogrammes per person,COL,Waste collected,2021,,0.2517897,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CRI,Costa Rica,A,Annual,EE_SE,Small equipment,KG_PS,Kilogrammes per person,COL,Waste collected,2022,,0.1479281,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CRI,Costa Rica,A,Annual,EE_SE,Small equipment,KG_PS,Kilogrammes per person,COL,Waste collected,2023,,0.1767309,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CYP,Cyprus,A,Annual,EE_LEXPVP,Large equipment excluding photovoltaic panels,KG_PS,Kilogrammes per person,COL,Waste collected,2019,,1.63048,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CYP,Cyprus,A,Annual,EE_LEXPVP,Large equipment excluding photovoltaic panels,KG_PS,Kilogrammes per person,COL,Waste collected,2020,,1.181606,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CYP,Cyprus,A,Annual,EE_LEXPVP,Large equipment excluding photovoltaic panels,KG_PS,Kilogrammes per person,COL,Waste collected,2021,,1.236176,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CYP,Cyprus,A,Annual,EE_LEXPVP,Large equipment excluding photovoltaic panels,KG_PS,Kilogrammes per person,COL,Waste collected,2022,,1.664567,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CYP,Cyprus,A,Annual,EE_SE,Small equipment,KG_PS,Kilogrammes per person,RCY,Recycling,2019,,0.2199674,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CYP,Cyprus,A,Annual,EE_SE,Small equipment,KG_PS,Kilogrammes per person,RCY,Recycling,2020,,0.2354244,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CYP,Cyprus,A,Annual,EE_SE,Small equipment,KG_PS,Kilogrammes per person,RCY,Recycling,2021,,0.2332408,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CYP,Cyprus,A,Annual,EE_SE,Small equipment,KG_PS,Kilogrammes per person,RCY,Recycling,2022,,0.4059651,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CYP,Cyprus,A,Annual,EE_SITTE,Small IT and telecommunication equipment,KG_PS,Kilogrammes per person,GEN,Total waste generated,2019,,1.090766,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CYP,Cyprus,A,Annual,EE_SITTE,Small IT and telecommunication equipment,KG_PS,Kilogrammes per person,GEN,Total waste generated,2020,,1.077347,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CYP,Cyprus,A,Annual,EE_SITTE,Small IT and telecommunication equipment,KG_PS,Kilogrammes per person,GEN,Total waste generated,2021,,1.017374,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CYP,Cyprus,A,Annual,EE_SITTE,Small IT and telecommunication equipment,KG_PS,Kilogrammes per person,GEN,Total waste generated,2022,,0.9670552,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CYP,Cyprus,A,Annual,EE_SME,Screens and monitors,KG_PS,Kilogrammes per person,MKT,Products put on the market,2019,,0.7041224,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CYP,Cyprus,A,Annual,EE_SME,Screens and monitors,KG_PS,Kilogrammes per person,MKT,Products put on the market,2020,,0.7712952,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CYP,Cyprus,A,Annual,EE_SME,Screens and monitors,KG_PS,Kilogrammes per person,MKT,Products put on the market,2021,,0.9107499,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CYP,Cyprus,A,Annual,EE_SME,Screens and monitors,KG_PS,Kilogrammes per person,MKT,Products put on the market,2022,,1.06057,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CYP,Cyprus,A,Annual,EE_LE_PVP,Photovoltaic panels,KG_PS,Kilogrammes per person,COL,Waste collected,2021,,0,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CYP,Cyprus,A,Annual,EE_LE_PVP,Photovoltaic panels,KG_PS,Kilogrammes per person,COL,Waste collected,2022,,0,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CYP,Cyprus,A,Annual,EE_LE_PVP,Photovoltaic panels,T,Tonnes,MKT,Products put on the market,2021,,0,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CYP,Cyprus,A,Annual,EE_LE_PVP,Photovoltaic panels,T,Tonnes,MKT,Products put on the market,2022,,0,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CZE,Czechia,A,Annual,EE_LE,Large equipment,T,Tonnes,MKT,Products put on the market,2019,,101.871,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CZE,Czechia,A,Annual,EE_LE,Large equipment,T,Tonnes,MKT,Products put on the market,2020,,117.897,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CZE,Czechia,A,Annual,EE_LE,Large equipment,T,Tonnes,MKT,Products put on the market,2021,,141.35,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CZE,Czechia,A,Annual,EE_LE,Large equipment,T,Tonnes,MKT,Products put on the market,2022,,165.061,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CZE,Czechia,A,Annual,EE_LE_PVP,Photovoltaic panels,T,Tonnes,RCY,Recycling,2019,,0.005,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CZE,Czechia,A,Annual,EE_LE_PVP,Photovoltaic panels,T,Tonnes,RCY,Recycling,2020,,0.04,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CZE,Czechia,A,Annual,EE_LE_PVP,Photovoltaic panels,T,Tonnes,RCY,Recycling,2021,,0.103,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CZE,Czechia,A,Annual,EE_LE_PVP,Photovoltaic panels,T,Tonnes,RCY,Recycling,2022,,0.159,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CZE,Czechia,A,Annual,EE_SE,Small equipment,KG_PS,Kilogrammes per person,COL,Waste collected,2019,,1.566266,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_EWASTE@DF_EWASTE(1.0),Waste - Electrical and electronic equipment (e-waste or WEEE),I,CZE,Czechia,A,Annual,EE_SE,Small equipment,KG_PS,Kilogrammes per person,COL,Waste collected,2020,,1.872683,,A,Normal value,0,Units,2,Two
